Text,Sentiment
"government, rbi try to cushion an economy in slump even before covid-19
https://t.co/rqieyhtyov",decrease
"rupee edges higher to 75.51 against dollar
https://t.co/w88y89rysy",decrease
"sensex rises over 850 points, nifty touches 8,500 in early trade
https://t.co/02bn0859cg",increase
"sensex opens over 850 points higher near 29,300, nifty starts day above 8,500 amid gains in global markets #sensex #nifty #marketupdates",increase
"gap-up opening likely for sensex, nifty today
https://t.co/z1801worbc",increase
"government may slash borrowing from market in april amid lockdown: report
https://t.co/3nn6jqelh8",decrease
"sensex ends 1,375 points lower amid coronavirus crisis
https://t.co/j8tbkkonte",decrease
"sensex ends 1,375 points lower, extends losses to second day amid coronavirus crisis; nifty slides below 8,300 #sensex #nifty #marketupdates",decrease
"sun pharma says halol unit issues not likely to impact business, shares edge higher
https://t.co/agsbrkfx8x",increase
"coronavirus crisis: indianivesh shuts portfolio management business
https://t.co/uh00obt4oc",decrease
"sensex falls over 1,100 points, nifty slips below 8,350 amid coronavirus crisis
https://t.co/aruqxszsto",decrease
"sensex opens over 550 points lower, nifty starts day below 8,400 amid weakness in global markets over coronavirus… https://t.co/ddob3wki5s",decrease
"gap-down opening likely for sensex, nifty amid coronavirus crisis
https://t.co/aifwj2q5q0",decrease
"india to be grow fastest among g20 economies amid corona impact: report
https://t.co/9diighe3ub",increase
"enough stock of petrol, diesel, lpg available to last lockdown, says indian oil
https://t.co/jnkrw5vy4q",increase
"state-run power producers asked to ensure supply amid coronavirus lockdown
https://t.co/x9mc1e851m",increase
"world already in recession, emerging markets need $2.5 trillion: imf's kristalina georgieva
https://t.co/gslofwtibc",decrease
"grocery tycoon kishore biyani's battle to keep his company afloat
https://t.co/vdzbhnh1o7",decrease
"vistara calls for mandatory leave without pay for 3 days for senior employees
https://t.co/ewawzu721b",decrease
"domestic flights suspension extended till april 14 amid coronavirus
https://t.co/a4v0v8gwve",decrease
"amazon, flipkart operations being disrupted amid lockdown: report
https://t.co/2lk47rpczv",decrease
"sensex, nifty end mixed despite rbi's steep reo rate cut
https://t.co/vet0pazo5d",decrease
"rupee jumps to return to 74 levels against dollar after rbi announcements 
https://t.co/pca3voljsh",decrease
"electricity use falls to lowest in five months due to lockdown
https://t.co/rkxydbrp2o",increase
"indusind bank crashes 27% from day's high as trading volume spikes
https://t.co/holgm1k7mk",decrease
"rbi to infuse rs 3.74 lakh crore liquidity into financial system
https://t.co/epztddsxun",increase
"spicejet expects a surge in demand as the virus is contained
https://t.co/cpbpodnbrt",decrease
"rbi refrains from giving inflation outlook; says gdp projections at risk
https://t.co/pbme2cosfc",decrease
"rbi surpassed market expectations: experts on surprise 0.75% rate cut
https://t.co/3gfu6trdg1",decrease
indian banks are safe and there is no need to resort to panic withdrawals: rbi governor shaktikanta das,increase
rbi has infused 2.7 lakh crore into the system since last february policy: rbi chief shaktikanta das,increase
indian banking system safe and sound: shaktikanta das,increase
rbi will continue to be vigilant and take steps necessary to mitigate impact of coronavirus: governor shaktikanta das,increase
"all banks, lending institutions may allow a three-month moratorium on all loans, says rbi chief shaktikanta das ami… https://t.co/fe1w5sbvm6",increase
cash reserve ratio lowered to 3% from 4% for all banks for a period of one year: rbi governor shaktikanta das,increase
rbi has reduced the cash reserve ratio by 100 basis points.,decrease
rbi has cut the liquidity adjustment facility by 90 bps to 4%,increase
rbi has cut the reverse repo rate by 90 basis points to 4%,decrease
"rbi cuts rates to tide over ""disruptive"" impact of coronavirus
https://t.co/qvjkbtlv30",decrease
rbi cuts repo rate to 4.4% from 5.15% after unscheduled monetary policy committee meet,decrease
"moody's cuts india gdp growth forecast to 2.5% in 2020
https://t.co/y3c2bpb1k0",decrease
moody's cuts india's economic growth forecast to 2.5% in 2020 from 5.3%: press trust of india,decrease
"sensex jumps over 1,150 points, nifty touches 9,000 ahead of rbi announcement
https://t.co/gey0uarcko",increase
"sensex opens 801 points higher at 30,748, nifty starts day above 8,900 amid gains in global markets #sensex #nifty #marketupdates",increase
"sensex, nifty likely to have a positive opening
https://t.co/bgz6stkkhu",increase
"global oil refiners to deepen output cuts as coronavirus destroys demand
https://t.co/s4q5puqztl",decrease
"yes bank to raise up to rs 5,000 crore after government-led rescue
https://t.co/bsmrmn26hm",increase
"us offers $58 billion aid to airlines as governments seek to avert bankruptcies
https://t.co/wkgau0hnex",increase
"moody's warns of downgrading tata motors
https://t.co/uvsimcmobz",decrease
"""banks, atms to remain open"": nirmala sitharaman denies report lenders plan to shut most branches
https://t.co/sj1bakrw6n",increase
"exchanges cut trading hours for commodity trading amid coronavirus
https://t.co/lfce3tnndz",decrease
"sensex, nifty surge for third straight day led by banking shares
https://t.co/jsktqqdzic",decrease
"rs 1.7 lakh-crore package for migrant workers, poor: finance minister nirmala sitharaman
https://t.co/ucczezkyi7",decrease
"employees can withdraw 75% of employee provident fund or three month salary whichever is lower, move will benefit 4… https://t.co/axrxryd0l2",increase
government of india will pay the employee provident fund contribution of employer and employee for the next three f… https://t.co/i4aj37ag0n,increase
"women under ujjwala yojana will be given free lpg cylinders for next three months, move expected to benefit 8.3 cro… https://t.co/euesc5ypgo",increase
"mnrega wages will be increased from rs 182 to rs 202, resulting in total rise of rs 2,000; to benefit 5 crore famil… https://t.co/og3csuso1m",increase
"move will directly benefit 8.69 crore farmers, says finance minister",increase
"sensex up 1,445 points, nifty surges 385 points to trade above 8,700 ahead of finance minister nirmala sitharaman's press conference",increase
"banks plan to shut down most branches during lockdown: report
https://t.co/hmmuh4mlx5",decrease
"when will coronavirus-hit global markets heal? 12 charts to monitor
https://t.co/gbetrsgda5",decrease
"sensex surges over 1,550 points, nifty touches 8,700; financial, it stocks jump
https://t.co/2uzigvxmrn",increase
"sensex opens over 500 points higher, nifty starts day near 8,450
https://t.co/2uzigvxmrn",increase
"sensex opens 538 points higher at 29,074, nifty starts day above 8,450 amid gains in global markets #sensex #nifty #marketupdates",increase
"sensex, nifty likely to open lower
https://t.co/c84vwwxtug",decrease
"aviation industry stares at loss of up to $3.6 billion in q1 due to travel ban
https://t.co/puilhqwcen",decrease
"flipkart resumes operations, amazon in talks with government
https://t.co/w0xxuzgsrj",increase
"coronavirus crisis: goair decides to reduce pay across board
https://t.co/nf2zmmuhqd",decrease
"sensex, nifty log best day since 2009 on $2-trillion us stimulus package
https://t.co/cy1dxf8crg",increase
"government may unveil rs 1.5 lakh crore package to tackle coronavirus downturn: report
https://t.co/mh4q6fvmjq",increase
"sensex ends 1,862 points higher at 28,536, nifty reclaims 8,300 as markets extend gains to second straight day #sensex #nifty #marketupdates",increase
"sensex soars over 1,650 points, nifty hits 8,250 amid broad-based buying; axis bank, icici bank, kotak mahindra bank jump 10%",decrease
"sensex surges over 1,100 points, nifty crosses 8,000 as markets rebound 4%; reliance industries, maruti suzuki up 9… https://t.co/xvytnbo57j",increase
"sensex up over 400 points, nifty touches 7,900 as markets rise 1% amid volatile trade; auto stocks lead gains #sensex #nifty #marketupdates",increase
"sensex, nifty recover early losses amid volatile trade
https://t.co/zmnh0k2wpk",increase
"sensex opens 174 points lower at 26,500, nifty starts day below 7,750 as india begins 21-day lockdown to fight coro… https://t.co/rd3psz8cz2",decrease
"coronavirus crisis: global stocks surge as investors place hopes on us stimulus
https://t.co/jnlmgjspnh",increase
"sensex, nifty likely to open lower after a day's breather
https://t.co/xetjtnwtyq",decrease
"monitoring stock market volatility, assures nirmala sitharaman
https://t.co/nrwkw4qut1",decrease
"sensex ends 693 points higher, nifty reclaims 7,800; financial, it stocks lead gains
https://t.co/ccbhhivflj",increase
"sensex closes 693 points higher, nifty at 7,801 as markets rebound after worst day; financial, it stocks lead gains… https://t.co/putyss82zw",increase
"government raises insolvency threshold to rs 1 crore to help small firms
https://t.co/re4stucowt",increase
"may consider suspending section 7, 9 and 10 of the insolvency and bankruptcy code at a later stage, if the existing… https://t.co/dpsj9zhhi5",decrease
for financial year 2019-20 if the independent directors of the company are not able to hold even one meeting then i… https://t.co/nmsyihn8cn,decrease
"sensex surges 900 points, nifty near 7,900 amid wild swings due to volatility
https://t.co/qtv3iuebkt",increase
"gold jumps over 1% as us central bank ramps up support measures
https://t.co/uc9oeel12q",increase
"gap-up opening for sensex, nifty amid gains in asian markets
https://t.co/nbuylwqckb",increase
"sensex opens 1,075 points higher at 27,056, nifty starts day above 7,800 amid gains in asian markets #sensex #nifty #marketupdates",increase
"sensex, nifty likely to open higher after worst day ever
https://t.co/3u7brrq2ek",increase
"excise on petrol, diesel to go up by rs 8/litre to fund covid-19 fight
https://t.co/wn2oim0nzj",decrease
"gold futures cool off after rising over 1% amid coronavirus panic
https://t.co/kayrhz1zln",increase
"sensex, nifty plunge 13% after a day's breather amid coronavirus fears
https://t.co/yk4bk5uwlk",decrease
"sensex ends 3,935 points lower, nifty settles at 7,610 as markets take 13% hit after a day's breather amid coronavi… https://t.co/dzp6suya4v",decrease
"softbank to raise $41 billion to expand share buyback, cut debt
https://t.co/zom9uhrfzz",increase
"millions of jobs threatened in retail sector as coronavirus hits sales, revenues
https://t.co/bm7fbo87ix",decrease
"sensex plummets over 3,500 points, nifty cracks below 7,750 as markets extend losses; financial stocks worst hit… https://t.co/qgneyelxte",decrease
"sensex, nifty resume trading after 45-minute halt as coronavirus batters world markets
https://t.co/fgbvnhx2p6",decrease
"sensex down 3,270 points at 26,646, nifty near 7,800 as markets resume trading after 45-minute halt amid coronaviru… https://t.co/8cbbixxfhn",decrease
"rupee drops below 76 mark against dollar amid coronavirus crisis
https://t.co/ckanjr47ug",decrease
"trading halted for 45 minutes as sensex, nifty plunge 10% amid coronavirus lockdowns
https://t.co/c3qaog3pfk",decrease
